,Date,Open,High,Low,Close,Volume,moving_avg,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,day_of_week,month,quarter,year
0,2016-01-04 05:00:00+00:00,0.7879734186912687,0.795050245942511,0.7818726413435635,0.7899256348609924,358076000,,,0.0,0.0,,,,,0,1,1,2016
1,2016-01-05 05:00:00+00:00,0.8048117512425899,0.8160371431574852,0.7930982760430433,0.8026154637336731,490272000,,0.012689828872680664,0.012689828872680664,0.0,,,,,1,1,1,2016
2,2016-01-06 05:00:00+00:00,0.7894376009112112,0.7930980791841533,0.7603980199440744,0.7694271802902222,449344000,0.7873227596282959,-0.03318828344345093,0.0,0.03318828344345093,,,,,2,1,1,2016
3,2016-01-07 05:00:00+00:00,0.7501487012206675,0.7552733705449608,0.7291621153285246,0.7389233708381653,645304000,0.7703220049540201,-0.030503809452056885,0.0,0.030503809452056885,,,,,3,1,1,2016
4,2016-01-08 05:00:00+00:00,0.7484404837204218,0.7491725793246932,0.7215971915619956,0.7230613827705383,398472000,0.7438039779663086,-0.015861988067626953,0.0,0.015861988067626953,,,,,4,1,1,2016
5,2016-01-11 05:00:00+00:00,0.723793584038504,0.7294062790364092,0.7113480151303376,0.7242816090583801,409372000,0.7287554542223612,0.0012202262878417969,0.0012202262878417969,0.0,,,,,0,1,1,2016
6,2016-01-12 05:00:00+00:00,0.737215371769108,0.7472206433245646,0.7313586629203932,0.7364832758903503,469356000,0.7279420892397562,0.012201666831970215,0.012201666831970215,0.0,,,,,1,1,1,2016
7,2016-01-13 05:00:00+00:00,0.7420957674624481,0.746976424701594,0.7133002562938672,0.7140323519706726,481672000,0.7249324123064677,-0.022450923919677734,0.0,0.022450923919677734,,,,,2,1,1,2016
8,2016-01-14 05:00:00+00:00,0.6993904813274665,0.7076875460894465,0.6788919773689964,0.6996345520019531,600236000,0.7167167266209921,-0.014397799968719482,0.0,0.014397799968719482,,,,,3,1,1,2016
9,2016-01-15 05:00:00+00:00,0.6715711092729094,0.6796241037241055,0.6500964380092762,0.6615658402442932,841452000,0.6917442480723063,-0.03806871175765991,0.0,0.03806871175765991,,,,,4,1,1,2016
10,2016-01-19 05:00:00+00:00,0.6752314364099812,0.694265805461969,0.6642500606982461,0.6669344305992126,457140000,0.6760449409484863,0.005368590354919434,0.005368590354919434,0.0,,,,,1,1,1,2016
11,2016-01-20 05:00:00+00:00,0.6542449876921801,0.6791360684975352,0.645459896926682,0.6705949902534485,481180000,0.6663650870323181,0.00366055965423584,0.00366055965423584,0.0,,,,,2,1,1,2016
12,2016-01-21 05:00:00+00:00,0.6779157698506884,0.6888970867904932,0.6640060125155778,0.6784037947654724,481456000,0.6719777385393778,0.007808804512023926,0.007808804512023926,0.0,,,,,3,1,1,2016
13,2016-01-22 05:00:00+00:00,0.6913374599102997,0.6989024287124224,0.6898732686465775,0.6942658424377441,257996000,0.6810882091522217,0.01586204767227173,0.01586204767227173,0.0,0.004200837441853115,0.011033679757799422,0.3807285995303291,27.574470439725687,4,1,1,2016
14,2016-01-25 05:00:00+00:00,0.694021921007642,0.7020749158333144,0.6920696463394382,0.6935338377952576,270728000,0.6887344916661581,-0.0007320046424865723,0.0,0.0007320046424865723,0.004200837441853115,0.01108596580369132,0.3789329244055896,27.480156409270933,0,1,1,2016
15,2016-01-26 05:00:00+00:00,0.6949981104019523,0.703295118711943,0.6879212229933879,0.700366735458374,227944000,0.6960554718971252,0.006832897663116455,0.006832897663116455,0.0,0.003782485212598528,0.01108596580369132,0.3411958217784747,25.439672286335977,1,1,1,2016
16,2016-01-27 05:00:00+00:00,0.6993906090647818,0.7015868964483197,0.6788921013624463,0.6920697093009949,231700000,0.6953234275182089,-0.00829702615737915,0.0,0.00829702615737915,0.003782485212598528,0.009308018854686193,0.4063684519390726,28.894878250346125,2,1,1,2016
17,2016-01-28 05:00:00+00:00,0.6976821721179278,0.7001224712248498,0.6710828943980816,0.6845045685768127,276776000,0.6923136711120605,-0.007565140724182129,0.0,0.007565140724182129,0.003782485212598528,0.007669542516980853,0.4931826382374003,33.02895611079222,3,1,1,2016
18,2016-01-29 05:00:00+00:00,0.6903613048760607,0.7162284881727261,0.6876769931958876,0.7147642970085144,310504000,0.6971128582954407,0.03025972843170166,0.03025972843170166,0.0,0.005943894386291504,0.006536543369293213,0.9093329685861488,47.62568831875904,4,1,1,2016
19,2016-02-01 05:00:00+00:00,0.7140322104424021,0.7186687379013902,0.7079314337387017,0.7150083184242249,289884000,0.7047590613365173,0.00024402141571044922,0.00024402141571044922,0.0,0.00587416546685355,0.006536543369293213,0.8986654161048908,47.331425983863,0,2,1,2016
20,2016-02-02 05:00:00+00:00,0.7076877564496904,0.7113481776604321,0.6798682876138606,0.6847488880157471,341908000,0.7048405011494955,-0.030259430408477783,0.0,0.030259430408477783,0.005002617835998535,0.008697931255613054,0.5751503074676735,36.51399518769272,1,2,1,2016
21,2016-02-03 05:00:00+00:00,0.6901172832753102,0.6942657860647888,0.6723030934362606,0.688165009021759,326772000,0.695974071820577,0.003416121006011963,0.003416121006011963,0.0,0.005246626479285104,0.007094293832778931,0.7395558462835657,42.5140617280884,2,2,1,2016
