,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
0,2016-01-04 00:00:00-05:00,0.7879734186912687,0.795050245942511,0.7818726413435635,0.7899256348609924,358076000,0.0,0.0,NVDA
1,2016-01-05 00:00:00-05:00,0.8048117512425899,0.8160371431574852,0.7930982760430433,0.8026154637336731,490272000,0.0,0.0,NVDA
2,2016-01-06 00:00:00-05:00,0.7894376009112112,0.7930980791841533,0.7603980199440744,0.7694271802902222,449344000,0.0,0.0,NVDA
3,2016-01-07 00:00:00-05:00,0.7501487012206675,0.7552733705449608,0.7291621153285246,0.7389233708381653,645304000,0.0,0.0,NVDA
4,2016-01-08 00:00:00-05:00,0.7484404837204218,0.7491725793246932,0.7215971915619956,0.7230613827705383,398472000,0.0,0.0,NVDA
5,2016-01-11 00:00:00-05:00,0.723793584038504,0.7294062790364092,0.7113480151303376,0.7242816090583801,409372000,0.0,0.0,NVDA
6,2016-01-12 00:00:00-05:00,0.737215371769108,0.7472206433245646,0.7313586629203932,0.7364832758903503,469356000,0.0,0.0,NVDA
7,2016-01-13 00:00:00-05:00,0.7420957674624481,0.746976424701594,0.7133002562938672,0.7140323519706726,481672000,0.0,0.0,NVDA
8,2016-01-14 00:00:00-05:00,0.6993904813274665,0.7076875460894465,0.6788919773689964,0.6996345520019531,600236000,0.0,0.0,NVDA
9,2016-01-15 00:00:00-05:00,0.6715711092729094,0.6796241037241055,0.6500964380092762,0.6615658402442932,841452000,0.0,0.0,NVDA
10,2016-01-19 00:00:00-05:00,0.6752314364099812,0.694265805461969,0.6642500606982461,0.6669344305992126,457140000,0.0,0.0,NVDA
11,2016-01-20 00:00:00-05:00,0.6542449876921801,0.6791360684975352,0.645459896926682,0.6705949902534485,481180000,0.0,0.0,NVDA
12,2016-01-21 00:00:00-05:00,0.6779157698506884,0.6888970867904932,0.6640060125155778,0.6784037947654724,481456000,0.0,0.0,NVDA
13,2016-01-22 00:00:00-05:00,0.6913374599102997,0.6989024287124224,0.6898732686465775,0.6942658424377441,257996000,0.0,0.0,NVDA
14,2016-01-25 00:00:00-05:00,0.694021921007642,0.7020749158333144,0.6920696463394382,0.6935338377952576,270728000,0.0,0.0,NVDA
15,2016-01-26 00:00:00-05:00,0.6949981104019523,0.703295118711943,0.6879212229933879,0.700366735458374,227944000,0.0,0.0,NVDA
16,2016-01-27 00:00:00-05:00,0.6993906090647818,0.7015868964483197,0.6788921013624463,0.6920697093009949,231700000,0.0,0.0,NVDA
17,2016-01-28 00:00:00-05:00,0.6976821721179278,0.7001224712248498,0.6710828943980816,0.6845045685768127,276776000,0.0,0.0,NVDA
18,2016-01-29 00:00:00-05:00,0.6903613048760607,0.7162284881727261,0.6876769931958876,0.7147642970085144,310504000,0.0,0.0,NVDA
19,2016-02-01 00:00:00-05:00,0.7140322104424021,0.7186687379013902,0.7079314337387017,0.7150083184242249,289884000,0.0,0.0,NVDA
20,2016-02-02 00:00:00-05:00,0.7076877564496904,0.7113481776604321,0.6798682876138606,0.6847488880157471,341908000,0.0,0.0,NVDA
21,2016-02-03 00:00:00-05:00,0.6901172832753102,0.6942657860647888,0.6723030934362606,0.688165009021759,326772000,0.0,0.0,NVDA
22,2016-02-04 00:00:00-05:00,0.6891411274442418,0.7040269933992992,0.6815762173236866,0.6884090900421143,348140000,0.0,0.0,NVDA
23,2016-02-05 00:00:00-05:00,0.6837726913592967,0.6913376035518806,0.6430196308978157,0.6449718475341797,600428000,0.0,0.0,NVDA
24,2016-02-08 00:00:00-05:00,0.6352104702320849,0.6383828650144159,0.6064149047251792,0.6154440641403198,608852000,0.0,0.0,NVDA
25,2016-02-09 00:00:00-05:00,0.60812329735962,0.6479001887478254,0.6051949144132158,0.6220329999923706,425372000,0.0,0.0,NVDA
26,2016-02-10 00:00:00-05:00,0.6259374945972844,0.6439957010480746,0.6171524038916383,0.6205688118934631,335800000,0.0,0.0,NVDA
27,2016-02-11 00:00:00-05:00,0.6047068323954422,0.6237412052221855,0.6047068323954422,0.6173964142799377,340144000,0.0,0.0,NVDA
28,2016-02-12 00:00:00-05:00,0.6271575970641513,0.6291098717091408,0.6039747211062365,0.6278896927833557,340816000,0.0,0.0,NVDA
29,2016-02-16 00:00:00-05:00,0.6369187800617676,0.6596136304356028,0.6349665636461826,0.6586374640464783,485352000,0.0,0.0,NVDA
30,2016-02-17 00:00:00-05:00,0.6669345007581297,0.6813322852969693,0.6642501305747778,0.6749874949455261,771468000,0.0,0.0,NVDA
31,2016-02-18 00:00:00-05:00,0.7303824253584785,0.7560056020412791,0.7296503296091411,0.733066737651825,1068660000,0.0,0.0,NVDA
32,2016-02-19 00:00:00-05:00,0.7291622027687871,0.7494167536534009,0.7235495078138056,0.7428278923034668,525628000,0.0,0.0,NVDA
33,2016-02-22 00:00:00-05:00,0.7535651946051902,0.7777241763376085,0.7521010033157114,0.7691830992698669,449668000,0.0,0.0,NVDA
34,2016-02-23 00:00:00-05:00,0.7630825136904034,0.7784564085646684,0.7594220348244651,0.7711355090141296,369380000,0.0,0.0,NVDA
35,2016-02-24 00:00:00-05:00,0.7679630793625396,0.777724278330742,0.746732419243498,0.7765040993690491,336852000,0.0,0.0,NVDA
36,2016-02-25 00:00:00-05:00,0.779432428155904,0.78211674023118,0.7643025475342914,0.7782122492790222,349616000,0.0,0.0,NVDA
37,2016-02-26 00:00:00-05:00,0.7818727106401892,0.783824926982936,0.7652786390015213,0.7730876207351685,361964000,0.0,0.0,NVDA
38,2016-02-29 00:00:00-05:00,0.7741897085326511,0.7842313701176199,0.7675769013041793,0.7680667042732239,323344000,0.002875,0.0,NVDA
39,2016-03-01 00:00:00-05:00,0.7700262929947166,0.8021107316017151,0.7688016684647906,0.8021107316017151,348700000,0.0,0.0,NVDA
40,2016-03-02 00:00:00-05:00,0.7977018907617446,0.8097029385950303,0.7962323651669272,0.8067638874053955,233812000,0.0,0.0,NVDA
41,2016-03-03 00:00:00-05:00,0.805784464430772,0.8092133195832494,0.7888850318164494,0.7996615171432495,302004000,0.0,0.0,NVDA
42,2016-03-04 00:00:00-05:00,0.8057843198182635,0.8065190827038293,0.7910891788935455,0.7972121834754944,175304000,0.0,0.0,NVDA
43,2016-03-07 00:00:00-05:00,0.7928037809346589,0.798192023818873,0.7817823936148203,0.7920690178871155,239968000,0.0,0.0,NVDA
44,2016-03-08 00:00:00-05:00,0.7839865530513381,0.7886400321181173,0.7751694563328682,0.7776186466217041,274940000,0.0,0.0,NVDA
45,2016-03-09 00:00:00-05:00,0.7844762659168114,0.7857008316326924,0.7670869772836263,0.7771286964416504,222788000,0.0,0.0,NVDA
46,2016-03-10 00:00:00-05:00,0.7817822233260567,0.7861908006510354,0.7602293732704929,0.7759041786193848,286084000,0.0,0.0,NVDA
47,2016-03-11 00:00:00-05:00,0.7874154258463991,0.7893748131584128,0.7781085258925717,0.7891298532485962,277400000,0.0,0.0,NVDA
48,2016-03-14 00:00:00-04:00,0.7854560339503937,0.794273130164247,0.7817822195307467,0.7910891771316528,190312000,0.0,0.0,NVDA
49,2016-03-15 00:00:00-04:00,0.7869255086752586,0.7920687901358522,0.7732100330537134,0.78717041015625,226216000,0.0,0.0,NVDA
50,2016-03-16 00:00:00-04:00,0.781292489077322,0.8133769238790713,0.7776186743165739,0.8106827735900879,363644000,0.0,0.0,NVDA
51,2016-03-17 00:00:00-04:00,0.807743856650771,0.811662514908842,0.7928037530669617,0.8038251399993896,353680000,0.0,0.0,NVDA
52,2016-03-18 00:00:00-04:00,0.8133769287313904,0.8388484971157477,0.8082335880356598,0.8280720710754395,545512000,0.0,0.0,NVDA
53,2016-03-21 00:00:00-04:00,0.8207244058841976,0.8307660678176365,0.8119073098091618,0.8305211663246155,337780000,0.0,0.0,NVDA
54,2016-03-22 00:00:00-04:00,0.8278272265386334,0.834929838285192,0.8187651689153668,0.8290517926216125,242012000,0.0,0.0,NVDA
55,2016-03-23 00:00:00-04:00,0.8327255451342583,0.8493800163294963,0.8290517303745414,0.8432570695877075,429008000,0.0,0.0,NVDA
56,2016-03-24 00:00:00-04:00,0.8356646678298462,0.8459512923551367,0.8329705755181351,0.8444817662239075,244956000,0.0,0.0,NVDA
57,2016-03-28 00:00:00-04:00,0.843012204873237,0.8567276842028465,0.8420325402911173,0.8530539274215698,265388000,0.0,0.0,NVDA
58,2016-03-29 00:00:00-04:00,0.849379904354927,0.8687285232876454,0.847420575670248,0.8667691946029663,261812000,0.0,0.0,NVDA
59,2016-03-30 00:00:00-04:00,0.8699532607680966,0.8878323563183025,0.8694633993365043,0.8758313059806824,376700000,0.0,0.0,NVDA
60,2016-03-31 00:00:00-04:00,0.8797498944196275,0.8817092230746836,0.8657895171707886,0.872647225856781,379884000,0.0,0.0,NVDA
61,2016-04-01 00:00:00-04:00,0.8672590160265599,0.8858729308934673,0.8606462085834734,0.8853830695152283,348292000,0.0,0.0,NVDA
