Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,72.05967375922032,73.12023726000469,71.80426672334839,73.0594253540039,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.28103493948004,73.1153725653683,72.12292545771238,72.3491439819336,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.46374551669321,72.96457970338862,71.2107658243014,72.9256591796875,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.93538443515415,73.193226385463,72.3613234660379,72.58267974853516,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.28346881357294,74.05431131674004,72.28346881357294,73.75025177001953,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.73539943290068,75.51135996612605,74.48242724260838,75.31676483154297,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.55270400105542,76.05622830103432,74.98107067185188,75.48702239990234,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.80569029297067,77.12652306066812,75.68649391377143,77.09976196289062,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,77.03651484949997,77.24813906541692,75.93460356191406,76.05865478515625,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.85678573526647,76.7446382269183,75.29731165235614,75.73272705078125,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.28001652752228,76.79327284070503,75.91514511539981,76.6813735961914,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.93193227416724,77.53275427191937,76.6230104283309,77.53032684326172,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,77.15572569119735,77.60086564170504,76.86626038259905,77.00491333007812,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.4938062610222,77.83678621966455,77.1848845247951,77.27975463867188,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.33328560791269,77.73220783937838,76.78110876678532,77.65193939208984,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.90005499678726,78.64925444524584,77.23598628179337,77.42815399169922,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.42134555526901,75.83729684677876,74.16132484750251,75.1513442993164,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,76.03921414671807,77.450047496772,75.93948172299652,77.27734375,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.92168907542117,79.74872945471216,78.17491714019113,78.89492797851562,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.97058268330865,78.83410863750359,77.53516742925278,78.78059387207031,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,78.06545057682607,78.49113387731914,74.99080476939503,75.28756713867188,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,74.0202395522756,76.25568552495731,73.51428782529305,75.08080291748047,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.69841812256348,77.75168463426984,76.28976384046774,77.55951690673828,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.6954725312278,78.99710464775015,77.58383647636833,78.19195556640625,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.46436716731995,79.10897171629748,77.90246589789741,79.10653686523438,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.60183756171901,78.85297692941863,77.53632386146967,78.03128814697266,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.60489783881322,78.40188598632812,76.52443890366175,78.40188598632812,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.90173754612098,78.97488203827619,77.70943023737428,77.92887115478516,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.38240612964756,79.78439957704252,78.38240612964756,79.77952575683594,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,79.04560372843068,79.5405680329098,78.8407916825372,79.2114028930664,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,79.17970266386266,79.4820506265075,78.71887743130397,79.23091125488281,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.8926175228615,77.96301241429248,76.70974884636198,77.78014373779297,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,78.02397122698356,79.1382528518959,78.02397122698356,78.9066162109375,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.66522307707686,79.15774666127189,77.58751382178706,78.09710693359375,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.68750589268537,78.1337097268128,75.70764845064672,76.32939910888672,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.479382493421,74.1666464095751,70.52146910505353,72.70369720458984,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,73.37911427820093,73.76435438633074,69.76562709781325,70.24108123779297,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.86313966662543,72.63055342785515,69.85582521816706,71.3553466796875,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.53919145688515,69.73393216309857,66.55445289289645,66.69099426269531,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.72640940217821,67.88330563806461,62.509401623694934,66.65198516845703,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.82688270670297,73.49856802062794,67.71504191576699,72.85730743408203,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,74.04231554798498,74.12277449628382,69.68515804677267,70.54342651367188,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,72.2794503121357,73.97646944722912,71.47239052904534,73.81554412841797,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,72.05511940354816,73.03773328427945,71.05300280817983,71.42118072509766,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.75862837196117,70.90916598133681,68.57088585975706,70.47271728515625,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,64.30883556475746,67.80528472681483,64.12596683803304,64.89889526367188,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.57363086457617,69.84119927386679,65.67910678337745,69.57299041748047,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.63461773225275,68.56846417248295,66.28625839056436,67.1567153930664,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,62.40455781960836,65.83273599503713,60.46858713618226,60.52466583251953,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.58678941811604,68.25147782625162,61.67551543191242,67.77601623535156,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.993442125220355,63.170160720949994,58.51798424730565,59.05683898925781,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,60.34910721599719,62.811736782061686,58.12786195005412,61.65357208251953,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.46190792628148,60.956236064300086,57.815769591715856,60.1442985534668,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.31984724490035,61.648692324387014,59.15436441653481,59.68346405029297,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,60.26864436909325,61.40243252507802,55.59208400081659,55.89442825317383,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.61158902129114,55.71399504274664,51.839617155551366,54.70699691772461,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.630452831369354,60.39298936216055,57.128174138584164,60.195491790771484,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,61.13909481051402,62.96778159447755,59.56642492039994,59.8638916015625,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,60.107721712609056,63.072629980935666,60.06870883159175,63.01411437988281,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.62674718258422,62.387479725800084,60.236945913065625,60.40518569946289,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,61.13666656754741,62.30214947877405,60.80993832160308,62.129032135009766,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,62.321653007776625,64.0016028903232,61.44388177987487,62.00223922729492,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,60.102840901965365,60.64413250508946,58.30585248826726,58.73986053466797,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,58.600872582609355,59.77366969648439,57.76211437413662,59.720027923583984,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,59.20068325901798,59.90777394254758,58.26683349611911,58.86176681518555,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,61.175670882176775,64.15277106910713,60.805059682866506,63.996726989746094,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,66.02778910036719,66.24723749355668,63.1506578577443,63.25550079345703,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,64.06256286574568,65.19147353750637,63.69439226325123,64.87450408935547,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.5157648038623,65.84980378340256,64.54046503717106,65.34264373779297,161834800,0.0,0.0
2020-04-13 00:00:00-04:00,65.42065701078818,66.73487676706674,64.8159685921834,66.62515258789062,131022800,0.0,0.0
2020-04-14 00:00:00-04:00,68.27099653053236,70.28255267830697,67.79553482831548,69.98995971679688,194994800,0.0,0.0
2020-04-15 00:00:00-04:00,68.85616328162999,69.814393533853,68.42459580582914,69.35112762451172,131154400,0.0,0.0
2020-04-16 00:00:00-04:00,70.07040806728396,70.27034629141198,68.84396899339295,69.90216827392578,157125200,0.0,0.0
2020-04-17 00:00:00-04:00,69.41452996062237,69.96557676325662,67.50537631555537,68.95369720458984,215250000,0.0,0.0
2020-04-20 00:00:00-04:00,67.77112893238716,68.68059098009756,67.50292007398191,67.52242279052734,130015200,0.0,0.0
2020-04-21 00:00:00-04:00,67.36394333496042,67.60045378651319,64.71844167153718,65.43528747558594,180991600,0.0,0.0
2020-04-22 00:00:00-04:00,66.71293162989075,67.75894260197308,66.36914504669922,67.32006072998047,116862400,0.0,0.0
2020-04-23 00:00:00-04:00,67.26398564260538,68.69767749389909,67.02016070030227,67.05917358398438,124814400,0.0,0.0
2020-04-24 00:00:00-04:00,67.58826544803993,69.00488752578146,67.53949749152346,68.99513244628906,126161200,0.0,0.0
2020-04-27 00:00:00-04:00,68.7098607684667,69.37794612164181,68.25879061076245,69.04390716552734,117087600,0.0,0.0
2020-04-28 00:00:00-04:00,69.50961345638258,69.69248216884154,67.83210405115452,67.92475128173828,112004800,0.0,0.0
2020-04-29 00:00:00-04:00,69.42427170465679,70.62876739699996,69.21945966608516,70.15574645996094,137280800,0.0,0.0
2020-04-30 00:00:00-04:00,70.6994781901087,71.81375996231415,70.30692360463645,71.6357650756836,183064000,0.0,0.0
2020-05-01 00:00:00-04:00,69.79489473774224,72.9036629749692,69.69736624201869,70.48248291015625,240616800,0.0,0.0
2020-05-04 00:00:00-04:00,70.5068694549694,71.60895563447053,69.81196680616257,71.47972869873047,133568000,0.0,0.0
